bülten no,fert no,cinsiyet,doğum tarihi gün,doğum tarihi ay,doğum tarihi yıl,yaş,doğum yeri,doğum yeri ülke kodu,uyruk,uyruk ülke kodu,yakınlık durumu,eğitim,okuma yazma durumu,eğitime devam etme durumu,devam edilen okul,çocuğun kendi masaüstü bilgisayarı,çocuğun kendi dizüstü bilgisayarı,çocuğun kendi tableti,çocuğun kendi cep telefonu,çocuğun kendi akıllı saati,çocuğun kendi oyun konsolu,bilgisayar oyunu oynama sıklığı,spor yapma sıklığı,kitap okuma sıklığı,diğer hobiler sıklığı,eğlenmek için dışarı çıkma sıklığı,internette gezinme sıklığı,tv programları izleme sıklığı,cep telefonu kullanım durumu,cep telefonu kullanım sıklığı,hafta içi cep telefonu ortalama kullanımı,hafta sonu cep telefonu ortalama kullanımı,cep telefonu konuşma amaçlı,cep telefonu mesaj amaçlı,cep telefonu sosyal medya amaçlı,cep telefonu oyun amaçlı,cep telefonu film amaçlı,cep telefonu müzik amaçlı,cep telefonu internette gezinme amaçlı,cep telefonu ders/ödev amaçlı,cep telefonu online derse katılma amaçlı,çocuk yarım saatte bir telefonunu kontrol ediyor,uyumadan son iş olarak telefon kontrol eder,uyanınca ilk iş olarak telefon kontrol eder,tv izlerken telefon kullanma,başkaları ile yemek yerken telefon kullanma,bilgisayar kullanım durumu,bilgisayar türü masaüstü,bilgisayar türü dizüstü,bilgisayar türü tablet,bilgisayar kullanım sıklığı,hafta içi ortalama bilgisayar kullanımı,hafta sonu ortalama bilgisayar kullanımı,bilgisayarda oyun oynama/indirme,bilgisayarda ders/sunum/ödev ,bilgisayarda online derse katılma,bilgisayarda müzik/film,bilgisayarda internette gezinme,bilgisayarda sosyal medya,internet kullanım durumu,internet kullanım sıklığı,hafta içi günde internet kullanım ortalaması,hafta sonu günde internet kullanım ortalaması,interneti ödev/ders amaçlı kullanma,interneti sosyal medya amaçlı kullanma,interneti eposta gönderme/alma amaçlı kullanma,interneti arama/mesaj amaçlı kullanma,interneti oyun indirme/oynama amaçlı kullanma,interneti müzik dinleme amaçlı kullanma,interneti video izleme amaçlı kullanma,interneti mal ve hizmetler hakkında bilgi amaçlı kullanma,internet üzerinden alışveriş yapma,internet üzerinden diğer,internet üzerinden diğer açıklama,sosyal medya kullanım durumu,youtube kullanımı,instagram kullanımı,twitter kullanımı,facebook kullanımı,tiktok kullanımı,snapchat kullanımı,pinterest kullanımı,diğer kullanılan sosyal medyalar,diğer kullanılan sosyal medyalar açıklama,sosyal medya kullanım sıklığı,hafta içi ortalama sosyal medya kullanımı,hafta sonu ortalama sosyal medya kullanımı,dijital oyun oynama,dijital oyun oynama sıklığı,hafta içi ortalama dijital oyun oynama,hafta sonu ortalama dijital oyun oynama,dijital oyun türü rol yapma,dijital oyun türü strateji,dijital oyun türü spor,dijital oyun türü macera,dijital oyun türü savaş,dijital oyun türü simülasyon,dijital oyunda çok fazla zaman harcama,ailesi çok fazla dijital oyun oynadığını düşünüyor,dijital oyun oynamadığı zaman kendini mutsuz hissediyor,fazla dijital oyun oynadığı için sorumluluklarını aksatıyor,planlanan süreden fazla dijital oyun oynama,ekran başında fazla zaman geçirmekten az ders çalışma,ekran başında fazla zaman geçirmekten aile ile daha az zaman geçirme,ekran başında fazla zaman geçirmekten az kitap okuma,ekran başında fazla zaman geçirmekten az uyku,ekran başında fazla zaman geçirmekten arkadasları ile az görüşme,çocuk ağırlık katsayısı
2430421657,3,1,6.0,4.0,2009,14,1,,1,,3,3,,2,,2,2,2,1,2,2,23,5,5,5,5,6,6,1,16.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,17.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,17.0,2.0,2.0,1,17.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1547.34064169652
2430421657,4,2,12.0,6.0,2011,12,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,5,29,6,13,1,16.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,2.0,2.0,2,,,,,,,,,,,,,,,2,2,2,2,2,1547.34064169652
2430421657,5,2,27.0,1.0,2015,9,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,5,13,13,6,1,17.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,2.0,2.0,2,,,,,,,,,,,,,,,2,2,1,2,2,1547.34064169652
2430421657,6,1,31.0,10.0,2017,6,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,5,13,5,6,6,6,1,16.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,1,16.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,16.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,2,1547.34064169652
2431022280,9,2,16.0,3.0,2012,12,1,,1,,8,2,,1,3.0,2,2,2,2,2,2,5,5,5,5,13,6,6,1,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,17.0,1.0,1.0,2,,,,,,,,,,,,,,,1,2,1,2,2,3247.70932429973
2431022280,11,1,8.0,6.0,2015,8,1,,1,,8,0,,1,2.0,2,2,2,2,2,2,5,5,5,5,29,6,6,1,17.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,17.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,1,2,2,3247.70932429973
2431626122,3,1,26.0,11.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,23,6,6,5,6,6,6,1,13.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,2.0,1,13.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1,2,1,2,2,1120.65211002947
2431626122,4,2,25.0,11.0,2017,6,1,,1,,3,0,,1,0.0,2,2,2,2,2,2,13,5,5,6,5,13,6,1,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,17.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,17.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2,2,2,1,1120.65211002947
2432226427,2,2,7.0,2.0,2012,12,1,,1,,3,2,,1,3.0,2,2,1,1,2,1,6,13,13,13,13,6,5,1,16.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,16.0,2.0,1.0,1,16.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,1,2,2,1209.88440079462
2432831036,6,2,4.0,2.0,2012,12,1,,1,,3,2,,1,3.0,2,2,1,2,2,2,13,6,6,6,6,13,13,1,17.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1.0,16.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,17.0,2.0,1.0,1,17.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,1219.60130891731
2433438849,4,2,1.0,5.0,2011,12,1,,1,,8,2,,1,3.0,2,2,2,1,2,2,13,6,13,13,13,13,6,1,17.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,17.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,2.0,1,13.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2,2,1,2,2,2726.48427976046
2433438849,5,2,17.0,3.0,2014,10,1,,1,,8,1,1.0,1,2.0,2,2,2,1,2,2,13,6,6,6,6,13,13,1,13.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,13.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,1.0,2.0,1,13.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2726.48427976046
2434041998,4,2,19.0,7.0,2008,15,1,,1,,3,3,,1,4.0,1,2,2,1,2,2,13,13,13,13,13,6,6,1,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,16.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,16.0,1.0,3.0,1,17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,2,4453.00541622745
2434642290,3,1,29.0,6.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,1,1,1,1,6,6,13,5,6,6,6,1,16.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,2.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,16.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,16.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1,1,1,2,1127.88698785237
2435243684,3,2,9.0,5.0,2008,15,1,,1,,3,3,,1,4.0,2,2,2,1,2,2,5,13,23,13,23,6,13,1,16.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,16.0,5.0,5.0,2,,,,,,,,,,,,,,,1,2,1,2,2,2056.88235708509
2435843327,3,1,30.0,4.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,23,13,5,6,6,6,5,1,16.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1.0,2.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,16.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,16.0,4.0,4.0,1,17.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,2,1,2,3622.42246600243
2435843327,4,1,19.0,4.0,2013,10,1,,1,,3,2,,1,3.0,2,2,2,1,1,2,5,5,13,13,13,6,13,1,16.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,4.0,4.0,1,16.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1,2,2,2,2,3622.42246600243
2437049014,3,1,15.0,8.0,2014,9,1,,1,,3,1,1.0,1,2.0,1,1,1,1,1,2,13,13,13,13,13,13,13,1,17.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,13.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,13.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,13.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2,2,2,2,2176.85947953101
2437650464,3,1,7.0,6.0,2017,6,1,,1,,3,1,1.0,1,2.0,2,2,1,2,2,2,6,6,6,13,6,6,13,1,17.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2.0,1.0,17.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1,17.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,3.0,1.0,1,17.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,1767.76020735417
2438250520,3,2,18.0,8.0,2008,15,1,,1,,3,3,,1,4.0,1,1,2,1,2,2,13,6,6,5,23,6,6,1,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,17.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1,16.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,17.0,1.0,2.0,1,16.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1963.64358375941
2438250520,4,2,12.0,2.0,2016,8,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,6,6,6,13,5,6,1,16.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,17.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,2,2,2,1963.64358375941
2438250520,5,2,6.0,9.0,2017,6,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,6,6,6,13,5,6,1,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,17.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,2,1,1,1963.64358375941
2439447745,7,2,17.0,11.0,2016,7,1,,1,,3,0,,1,2.0,2,1,2,1,2,1,6,5,6,13,13,6,6,1,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,17.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1,16.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,5.0,1,16.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2,2,1,2,2,3286.36424607335
2440049662,4,1,15.0,6.0,2009,14,1,,1,,3,3,,1,4.0,2,2,2,2,2,2,5,13,6,6,6,13,13,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,17.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,1,2164.56482007713
2440049662,5,2,24.0,11.0,2017,6,1,,1,,3,0,,1,0.0,2,2,2,2,2,2,5,5,5,6,6,13,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,16.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,2164.56482007713
2440650485,3,1,25.0,3.0,2017,7,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,5,23,5,5,13,13,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,16.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,9.0,,,,,,,,,,,,,,1,1,1,1,2,849.464589161287
2441251853,4,2,4.0,12.0,2009,14,1,,1,,3,2,,1,3.0,1,1,2,2,2,2,13,13,6,5,13,6,13,1,16.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1.0,1.0,2.0,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,16.0,4.0,3.0,1,16.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,2,2,1,1,1001.76648254045
2441251853,5,1,7.0,6.0,2016,7,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,6,13,13,6,13,6,6,1,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2.0,2.0,16.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1,16.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,2.0,1,16.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,2,1,2,2,1001.76648254045
2441855190,5,2,26.0,10.0,2016,7,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,5,13,5,23,6,13,1,16.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,3.0,1,9.0,,,,,,,,,,,,,,1,1,1,2,1,1857.95007162112
2442701435,3,2,20.0,6.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,5,13,23,5,1,13.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,1.0,1,9.0,,,,,,,,,,,,,,2,2,2,2,2,2396.84799813485
2442701435,4,2,26.0,5.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,5,13,23,5,1,13.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,9.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2396.84799813485
2442701435,5,2,29.0,8.0,2013,10,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,13,13,5,6,13,6,1,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2396.84799813485
2442701435,6,1,23.0,3.0,2015,9,1,,1,,3,1,1.0,1,2.0,2,2,2,1,2,2,5,6,23,5,6,13,6,1,17.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,17.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1,2,2,2396.84799813485
2443302910,4,2,8.0,4.0,2010,13,1,,1,,3,2,,1,3.0,2,1,2,2,2,2,13,13,23,13,13,6,13,1,16.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,2.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1,16.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2,,,,,,,,,,,,,1,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,1,1,1,1,1091.91549004981
2443302910,5,1,13.0,11.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,2,1,2,2,5,13,13,13,13,13,6,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,2,,,,,,,,,,,,,1,16.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2,2,2,2,2,1091.91549004981
2443906272,3,1,16.0,7.0,2017,6,1,,1,,3,0,,1,2.0,2,2,1,2,2,2,6,6,6,6,13,6,13,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,17.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,17.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,2.0,1,16.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,2,2,2,1472.57609207425
2444508358,5,2,25.0,9.0,2013,10,1,,1,,3,2,,1,3.0,2,2,1,2,2,2,23,13,13,13,13,6,13,1,16.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,1.0,17.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1,16.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,16.0,1.0,1.0,1,17.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,2,2115.96545032372
2445111749,5,2,23.0,10.0,2010,13,1,,1,,3,2,,1,3.0,2,2,1,2,2,2,5,13,6,13,13,13,13,2,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,17.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,2.0,2,,,,,,,,,,,,,,,2,2,2,2,2,1547.56487866998
